No.,Time,Source,Destination,Protocol,Length,Rank,Info,Interval,SDAO,RDAO,RDIO,SDIO,label
2399,13.638,fe80::212:7407:7:707,fe80::212:7406:6:606,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,35,35,0,0,normal
2400,13.648,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,44,44,0,0,normal
2401,13.649,fe80::212:7407:7:707,fe80::212:7406:6:606,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,35,35,0,0,normal
2402,13.649,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,44,44,0,0,normal
2403,13.649,fe80::212:7407:7:707,fe80::212:7406:6:606,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,35,35,0,0,normal
2404,13.649,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,44,44,0,0,normal
2405,13.65,fe80::212:7407:7:707,fe80::212:7406:6:606,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,35,35,0,0,normal
2406,13.652,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,44,44,0,0,normal
2407,13.652,fe80::212:7407:7:707,fe80::212:7406:6:606,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,35,35,0,0,normal
2408,13.652,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,44,44,0,0,normal
2409,13.652,fe80::212:7407:7:707,fe80::212:7406:6:606,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,35,35,0,0,normal
2410,13.676,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,44,44,0,0,normal
2411,13.676,fe80::212:7407:7:707,fe80::212:7406:6:606,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,35,35,0,0,normal
2412,13.676,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,44,44,0,0,normal
2413,13.677,fe80::212:7407:7:707,fe80::212:7406:6:606,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,35,35,0,0,normal
2414,13.677,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,44,44,0,0,normal
2415,13.677,fe80::212:7407:7:707,fe80::212:7406:6:606,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,35,35,0,0,normal
2416,13.677,fe80::212:7407:7:707,fe80::212:7406:6:606,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,35,35,0,0,normal
2417,13.678,fe80::212:7407:7:707,fe80::212:7406:6:606,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,35,35,0,0,normal
2418,13.678,fe80::212:7407:7:707,fe80::212:7406:6:606,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,35,35,0,0,normal
2419,13.704,fe80::212:7407:7:707,fe80::212:7406:6:606,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,35,35,0,0,normal
2420,13.704,fe80::212:7407:7:707,fe80::212:7406:6:606,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,35,35,0,0,normal
2421,13.705,fe80::212:7407:7:707,fe80::212:7406:6:606,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,35,35,0,0,normal
2422,13.705,fe80::212:7407:7:707,fe80::212:7406:6:606,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,35,35,0,0,normal
2423,13.705,fe80::212:7407:7:707,fe80::212:7406:6:606,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,35,35,0,0,normal
2424,13.705,fe80::212:7407:7:707,fe80::212:7406:6:606,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,35,35,0,0,normal
2425,13.706,fe80::212:7407:7:707,fe80::212:7406:6:606,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,35,35,0,0,normal
2426,13.706,fe80::212:7407:7:707,fe80::212:7406:6:606,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,35,35,0,0,normal
2427,13.736,fe80::212:7407:7:707,fe80::212:7406:6:606,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,35,35,0,0,normal
2428,13.736,fe80::212:7407:7:707,fe80::212:7406:6:606,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,35,35,0,0,normal
2429,13.736,fe80::212:7407:7:707,fe80::212:7406:6:606,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,35,35,0,0,normal
2430,13.737,fe80::212:7407:7:707,fe80::212:7406:6:606,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,35,35,0,0,normal
2431,13.737,fe80::212:7407:7:707,fe80::212:7406:6:606,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,35,35,0,0,normal
2432,13.737,fe80::212:7407:7:707,fe80::212:7406:6:606,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,35,35,0,0,normal
2433,13.737,fe80::212:7407:7:707,fe80::212:7406:6:606,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,35,35,0,0,normal
2434,13.738,fe80::212:7407:7:707,fe80::212:7406:6:606,ICMPv6,60,,RPL Control (Destination Advertisement Object),13,35,35,0,0,normal
2435,13.738,,,IEEE 802.15.4,5,,Ack,13,0,0,0,0,normal
2436,13.788,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object),13,0,0,58,29,normal
2437,13.789,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object),13,0,0,58,29,normal
2438,13.789,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object),13,0,0,58,29,normal
2439,13.825,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object),13,0,0,58,29,normal
2440,13.825,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object),13,0,0,58,29,normal
2441,13.825,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object),13,0,0,58,29,normal
2442,13.826,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object),13,0,0,58,29,normal
2443,13.826,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object),13,0,0,58,29,normal
2444,13.826,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object),13,0,0,58,29,normal
2445,13.849,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object),13,0,0,58,29,normal
2446,13.849,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object),13,0,0,58,29,normal
2447,13.849,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object),13,0,0,58,29,normal
2448,13.849,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object),13,0,0,58,29,normal
2449,13.866,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object),13,0,0,58,29,normal
2450,13.881,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object),13,0,0,58,29,normal
2451,13.882,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object),13,0,0,58,29,normal
2452,13.899,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object),13,0,0,58,29,normal
2453,13.93,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object),13,0,0,58,29,normal
2454,13.93,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object),13,0,0,58,29,normal
2455,13.93,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object),13,0,0,58,29,normal
2456,13.93,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object),13,0,0,58,29,normal
2457,13.961,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object),13,0,0,58,29,normal
2458,13.961,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object),13,0,0,58,29,normal
2459,13.961,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object),13,0,0,58,29,normal
2460,13.961,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object),13,0,0,58,29,normal
2461,13.962,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object),13,0,0,58,29,normal
2462,13.994,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object),13,0,0,58,29,normal
2463,13.994,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object),13,0,0,58,29,normal
2464,13.995,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object),13,0,0,58,29,normal
2465,14.057,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2466,14.058,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2467,14.058,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2468,14.058,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2469,14.058,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2470,14.058,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2471,14.074,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2472,14.074,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2473,14.074,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2474,14.074,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2475,14.094,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2476,14.094,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2477,14.096,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2478,14.096,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2479,14.097,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2480,14.131,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2481,14.131,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2482,14.132,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2483,14.132,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2484,14.132,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2485,14.132,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2486,14.133,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2487,14.133,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2488,14.133,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2489,14.133,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2490,14.133,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2491,14.134,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2492,14.134,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2493,14.134,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2494,14.134,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2495,14.135,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2496,14.156,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2497,14.156,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2498,14.157,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2499,14.157,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2500,14.157,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2501,14.157,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2502,14.158,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2503,14.175,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2504,14.175,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2505,14.175,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2506,14.175,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2507,14.175,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2508,14.201,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2509,14.202,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2510,14.202,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2511,14.202,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2512,14.202,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2513,14.202,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2514,14.203,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2515,14.203,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2516,14.203,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2517,14.203,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2518,14.232,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2519,14.232,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2520,14.232,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2521,14.232,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2522,14.232,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2523,14.233,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2524,14.233,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2525,14.233,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2526,14.233,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2527,14.252,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2528,14.253,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2529,14.253,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2530,14.253,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2531,14.253,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2532,14.254,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2533,14.254,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2534,14.282,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2535,14.283,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2536,14.283,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2537,14.283,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2538,14.283,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2539,14.284,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2540,14.284,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2541,14.284,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2542,14.284,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2543,14.284,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2544,14.285,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2545,14.285,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2546,14.285,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2547,14.285,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2548,14.298,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,69,69,0,0,normal
2549,14.298,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2550,14.341,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2551,14.342,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2552,14.342,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2553,14.501,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2554,14.502,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2555,14.502,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2556,14.502,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2557,14.502,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2558,14.502,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2559,14.503,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2560,14.503,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2561,14.503,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2562,14.503,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2563,14.503,fe80::212:7405:5:505,fe80::212:7408:8:808,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,44,44,0,0,normal
2564,14.504,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2565,14.504,fe80::212:7405:5:505,fe80::212:7408:8:808,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,44,44,0,0,normal
2566,14.504,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2567,14.504,fe80::212:7405:5:505,fe80::212:7408:8:808,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,44,44,0,0,normal
2568,14.536,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2569,14.536,fe80::212:7405:5:505,fe80::212:7408:8:808,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,44,44,0,0,normal
2570,14.536,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2571,14.537,fe80::212:7405:5:505,fe80::212:7408:8:808,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,44,44,0,0,normal
2572,14.537,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2573,14.537,fe80::212:7405:5:505,fe80::212:7408:8:808,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,44,44,0,0,normal
2574,14.537,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2575,14.538,fe80::212:7405:5:505,fe80::212:7408:8:808,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,44,44,0,0,normal
2576,14.538,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2577,14.538,fe80::212:7405:5:505,fe80::212:7408:8:808,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,44,44,0,0,normal
2578,14.571,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2579,14.572,fe80::212:7405:5:505,fe80::212:7408:8:808,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,44,44,0,0,normal
2580,14.572,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2581,14.572,fe80::212:7405:5:505,fe80::212:7408:8:808,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,44,44,0,0,normal
2582,14.572,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2583,14.572,fe80::212:7405:5:505,fe80::212:7408:8:808,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,44,44,0,0,normal
2584,14.59,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2585,14.591,fe80::212:7405:5:505,fe80::212:7408:8:808,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,44,44,0,0,normal
2586,14.591,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2587,14.591,fe80::212:7405:5:505,fe80::212:7408:8:808,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,44,44,0,0,normal
2588,14.591,fe80::212:7412:12:1212,fe80::212:7410:10:1010,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,101,101,0,0,normal
2589,14.594,fe80::212:7405:5:505,fe80::212:7408:8:808,ICMPv6,60,,RPL Control (Destination Advertisement Object),14,44,44,0,0,normal
