No.,Time,Source,Destination,Protocol,Length,Rank,Info
3812,21.967,fe80::212:7402:2:202,fe80::212:7401:1:101,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3813,21.967,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3814,21.994,fe80::212:7402:2:202,fe80::212:7401:1:101,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3815,21.994,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3816,21.994,fe80::212:7402:2:202,fe80::212:7401:1:101,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3817,21.995,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3818,21.995,fe80::212:7402:2:202,fe80::212:7401:1:101,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3819,21.995,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3820,21.995,fe80::212:7402:2:202,fe80::212:7401:1:101,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3821,21.996,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3822,21.996,fe80::212:7402:2:202,fe80::212:7401:1:101,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3823,21.996,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3824,22.022,fe80::212:7402:2:202,fe80::212:7401:1:101,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3825,22.022,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3826,22.022,fe80::212:7402:2:202,fe80::212:7401:1:101,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3827,22.022,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3828,22.023,fe80::212:7402:2:202,fe80::212:7401:1:101,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3829,22.023,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3830,22.088,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3831,22.089,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3832,22.089,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3833,22.089,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3834,22.089,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3835,22.089,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3836,22.09,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3837,22.131,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3838,22.132,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3839,22.132,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3840,22.132,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3841,22.133,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3842,22.133,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3843,22.133,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3844,22.172,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3845,22.172,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3846,22.172,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3847,22.172,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3848,22.173,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3849,22.173,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3850,22.198,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3851,22.198,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3852,22.198,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3853,22.198,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3854,22.199,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3855,22.23,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3856,22.23,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3857,22.23,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3858,22.231,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3859,22.231,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3860,22.251,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3861,22.252,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1024,RPL Control (DODAG Information Object)
3862,22.252,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3863,22.252,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3864,22.253,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3865,22.255,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1024,RPL Control (DODAG Information Object)
3866,22.255,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3867,22.293,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3868,22.293,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3869,22.293,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1024,RPL Control (DODAG Information Object)
3870,22.293,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3871,22.294,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3872,22.294,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1024,RPL Control (DODAG Information Object)
3873,22.294,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3874,22.294,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3875,22.295,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3876,22.296,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1024,RPL Control (DODAG Information Object)
3877,22.296,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3878,22.297,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3879,22.305,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1024,RPL Control (DODAG Information Object)
3880,22.305,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3881,22.322,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3882,22.323,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3883,22.323,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1024,RPL Control (DODAG Information Object)
3884,22.323,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3885,22.323,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3886,22.324,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1024,RPL Control (DODAG Information Object)
3887,22.324,fe80::212:741a:1a:1a1a,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3888,22.324,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3889,22.325,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1024,RPL Control (DODAG Information Object)
3890,22.325,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3891,22.345,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3892,22.345,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1024,RPL Control (DODAG Information Object)
3893,22.345,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3894,22.345,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1024,RPL Control (DODAG Information Object)
3895,22.381,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3896,22.381,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1024,RPL Control (DODAG Information Object)
3897,22.382,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3898,22.382,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3899,22.382,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1024,RPL Control (DODAG Information Object)
3900,22.383,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3901,22.383,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1024,RPL Control (DODAG Information Object)
3902,22.383,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3903,22.383,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1024,RPL Control (DODAG Information Object)
3904,22.41,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3905,22.41,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1024,RPL Control (DODAG Information Object)
3906,22.41,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3907,22.41,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3908,22.411,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1024,RPL Control (DODAG Information Object)
3909,22.411,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3910,22.411,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1024,RPL Control (DODAG Information Object)
3911,22.412,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3912,22.465,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1024,RPL Control (DODAG Information Object)
3913,22.466,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3914,22.466,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3915,22.466,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1024,RPL Control (DODAG Information Object)
3916,22.466,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3917,22.467,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1024,RPL Control (DODAG Information Object)
3918,22.467,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3919,22.467,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1024,RPL Control (DODAG Information Object)
3920,22.467,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3921,22.468,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3922,22.468,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1024,RPL Control (DODAG Information Object)
3923,22.468,fe80::212:7402:2:202,fe80::212:7401:1:101,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3924,22.468,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3925,22.468,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1024,RPL Control (DODAG Information Object)
3926,22.505,fe80::212:7402:2:202,fe80::212:7401:1:101,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3927,22.505,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3928,22.505,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1024,RPL Control (DODAG Information Object)
3929,22.506,fe80::212:7402:2:202,fe80::212:7401:1:101,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3930,22.506,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3931,22.506,fe80::212:7402:2:202,fe80::212:7401:1:101,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3932,22.506,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1024,RPL Control (DODAG Information Object)
3933,22.507,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3934,22.507,fe80::212:7402:2:202,fe80::212:7401:1:101,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3935,22.507,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3936,22.507,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1024,RPL Control (DODAG Information Object)
3937,22.508,fe80::212:7402:2:202,fe80::212:7401:1:101,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3938,22.52,fe80::212:7416:16:1616,fe80::212:7413:13:1313,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3939,22.538,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1024,RPL Control (DODAG Information Object)
3940,22.539,fe80::212:7402:2:202,fe80::212:7401:1:101,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3941,22.567,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1024,RPL Control (DODAG Information Object)
3942,22.567,fe80::212:7402:2:202,fe80::212:7401:1:101,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3943,22.568,fe80::212:7402:2:202,fe80::212:7401:1:101,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3944,22.568,,,IEEE 802.15.4,5,,Ack
3945,22.568,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3946,22.594,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3947,22.594,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3948,22.595,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3949,22.595,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3950,22.595,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3951,22.617,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3952,22.646,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3953,22.647,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3954,22.647,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3955,22.647,fe80::212:7411:11:1111,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
3956,22.647,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3957,22.648,fe80::212:7411:11:1111,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
3958,22.648,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3959,22.648,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3960,22.648,fe80::212:7411:11:1111,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
3961,22.678,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3962,22.68,fe80::212:7411:11:1111,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
3963,22.681,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3964,22.715,fe80::212:7411:11:1111,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
3965,22.715,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3966,22.715,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3967,22.716,fe80::212:7411:11:1111,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
3968,22.716,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3969,22.718,fe80::212:7411:11:1111,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
3970,22.719,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3971,22.742,fe80::212:7411:11:1111,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
3972,22.743,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3973,22.743,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
3974,22.743,fe80::212:7411:11:1111,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
3975,22.743,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3976,22.744,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
3977,22.744,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3978,22.744,fe80::212:7411:11:1111,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
3979,22.744,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
3980,22.745,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3981,22.745,fe80::212:7411:11:1111,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
3982,22.766,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
3983,22.767,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3984,22.767,fe80::212:7411:11:1111,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
3985,22.767,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3986,22.767,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
3987,22.767,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3988,22.792,fe80::212:7411:11:1111,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
3989,22.792,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
3990,22.793,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3991,22.793,fe80::212:7411:11:1111,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
3992,22.793,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
3993,22.793,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3994,22.794,fe80::212:7411:11:1111,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
3995,22.794,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3996,22.794,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
3997,22.85,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
3998,22.851,fe80::212:7411:11:1111,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
3999,22.851,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4000,22.851,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
4001,22.851,fe80::212:7411:11:1111,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4002,22.852,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4003,22.852,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
4004,22.852,fe80::212:7411:11:1111,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4005,22.852,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
4006,22.852,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4007,22.853,fe80::212:7411:11:1111,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4008,22.853,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
4009,22.853,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4010,22.853,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
4011,22.854,fe80::212:7411:11:1111,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4012,22.854,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4013,22.854,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
4014,22.867,fe80::212:7411:11:1111,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4015,22.868,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4016,22.868,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
4017,22.89,fe80::212:7411:11:1111,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4018,22.89,fe80::212:7418:18:1818,fe80::212:7419:19:1919,ICMPv6,76,,RPL Control (Destination Advertisement Object)
4019,22.891,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4020,22.891,fe80::212:7411:11:1111,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4021,22.891,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4022,22.922,fe80::212:7411:11:1111,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4023,22.923,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4024,22.923,fe80::212:7411:11:1111,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4025,22.923,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4026,22.923,fe80::212:7411:11:1111,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4027,22.924,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4028,22.924,fe80::212:7411:11:1111,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4029,22.956,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4030,22.957,fe80::212:7411:11:1111,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4031,22.957,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4032,22.957,fe80::212:7411:11:1111,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4033,22.983,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4034,22.983,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4035,22.983,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4036,23.014,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4037,23.015,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4038,23.015,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4039,23.032,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4040,23.05,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,768,RPL Control (DODAG Information Object)
4041,23.077,fe80::212:7418:18:1818,ff02::1a,ICMPv6,97,1792,RPL Control (DODAG Information Object)
4042,23.111,fe80::212:7418:18:1818,ff02::1a,ICMPv6,97,1792,RPL Control (DODAG Information Object)
