No.,Time,Source,Destination,Protocol,Length,Rank,Info
11433,49.623,fe80::212:7412:12:1212,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11434,49.641,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11435,49.641,fe80::212:7412:12:1212,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11436,49.642,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11437,49.694,fe80::212:7412:12:1212,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11438,49.694,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11439,49.694,fe80::212:7412:12:1212,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11440,49.695,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11441,49.695,fe80::212:7412:12:1212,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11442,49.695,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11443,49.695,fe80::212:7412:12:1212,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11444,49.696,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11445,49.696,fe80::212:7412:12:1212,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11446,49.696,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11447,49.696,fe80::212:7412:12:1212,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11448,49.696,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11449,49.697,fe80::212:7412:12:1212,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11450,49.697,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11451,49.709,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11452,49.71,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11453,49.71,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11454,49.719,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11455,49.737,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11456,49.737,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11457,49.737,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11458,49.738,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11459,49.758,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11460,49.758,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11461,49.758,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11462,49.775,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11463,49.775,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11464,49.776,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11465,49.776,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11466,49.776,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11467,49.793,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11468,49.804,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11469,49.804,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11470,49.804,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11471,49.819,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11472,49.819,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11473,49.831,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11474,49.841,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11475,49.841,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11476,49.869,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11477,49.87,fe80::212:7408:8:808,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11478,49.892,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,1817,RPL Control (DODAG Information Object)
11479,49.893,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,1817,RPL Control (DODAG Information Object)
11480,49.908,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,1817,RPL Control (DODAG Information Object)
11481,49.908,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,1817,RPL Control (DODAG Information Object)
11482,49.924,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,1817,RPL Control (DODAG Information Object)
11483,49.924,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,1817,RPL Control (DODAG Information Object)
11484,49.949,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,1817,RPL Control (DODAG Information Object)
11485,49.949,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,1817,RPL Control (DODAG Information Object)
11486,49.949,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11487,49.95,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,1817,RPL Control (DODAG Information Object)
11488,49.95,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11489,49.95,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,1817,RPL Control (DODAG Information Object)
11490,49.95,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11491,49.979,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11492,49.979,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,1817,RPL Control (DODAG Information Object)
11493,49.979,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11494,49.979,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,1817,RPL Control (DODAG Information Object)
11495,49.98,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11496,49.98,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,1817,RPL Control (DODAG Information Object)
11497,49.996,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11498,49.996,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,1817,RPL Control (DODAG Information Object)
11499,49.997,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11500,50.005,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11501,50.005,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,1817,RPL Control (DODAG Information Object)
11502,50.016,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11503,50.016,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,1817,RPL Control (DODAG Information Object)
11504,50.028,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11505,50.028,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,1817,RPL Control (DODAG Information Object)
11506,50.028,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11507,50.037,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11508,50.037,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,1817,RPL Control (DODAG Information Object)
11509,50.047,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11510,50.048,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,1817,RPL Control (DODAG Information Object)
11511,50.048,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11512,50.072,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,1817,RPL Control (DODAG Information Object)
11513,50.072,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11514,50.072,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11515,50.073,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,1817,RPL Control (DODAG Information Object)
11516,50.085,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11517,50.086,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,1817,RPL Control (DODAG Information Object)
11518,50.086,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11519,50.086,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,1817,RPL Control (DODAG Information Object)
11520,50.097,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11521,50.097,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,1817,RPL Control (DODAG Information Object)
11522,50.097,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11523,50.108,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11524,50.108,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,1817,RPL Control (DODAG Information Object)
11525,50.126,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11526,50.127,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,1817,RPL Control (DODAG Information Object)
11527,50.127,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11528,50.127,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,1817,RPL Control (DODAG Information Object)
11529,50.128,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11530,50.128,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11531,50.128,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,1817,RPL Control (DODAG Information Object)
11532,50.128,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11533,50.144,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,1817,RPL Control (DODAG Information Object)
11534,50.144,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11535,50.154,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11536,50.155,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11537,50.188,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11538,50.188,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11539,50.188,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11540,50.188,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11541,50.189,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11542,50.189,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11543,50.189,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11544,50.19,fe80::212:7405:5:505,fe80::212:7412:12:1212,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11545,50.27,fe80::212:7403:3:303,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11546,50.271,fe80::212:7403:3:303,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11547,50.271,fe80::212:7403:3:303,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11548,50.271,fe80::212:7403:3:303,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11549,50.271,fe80::212:7403:3:303,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11550,50.284,fe80::212:7403:3:303,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11551,50.3,fe80::212:7403:3:303,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11552,50.3,fe80::212:7403:3:303,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11553,50.301,fe80::212:7403:3:303,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11554,50.301,fe80::212:7403:3:303,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11555,50.315,fe80::212:7403:3:303,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11556,50.316,fe80::212:7403:3:303,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11557,50.323,fe80::212:7403:3:303,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11558,50.336,fe80::212:7403:3:303,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11559,50.336,fe80::212:7403:3:303,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11560,50.336,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11561,50.354,fe80::212:7403:3:303,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11562,50.355,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11563,50.355,fe80::212:7403:3:303,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11564,50.355,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11565,50.387,fe80::212:7403:3:303,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11566,50.387,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11567,50.388,fe80::212:7403:3:303,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11568,50.388,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11569,50.388,,,IEEE 802.15.4,5,,Ack
11570,50.388,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11571,50.388,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11572,50.389,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11573,50.4,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11574,50.409,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11575,50.409,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11576,50.418,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11577,50.418,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11578,50.432,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11579,50.432,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11580,50.433,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11581,50.433,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11582,50.433,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11583,50.433,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11584,50.452,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11585,50.452,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11586,50.452,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11587,50.453,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11588,50.453,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11589,50.453,,,IEEE 802.15.4,5,,Ack
11590,50.46,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11591,50.496,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11592,50.497,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11593,50.497,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11594,50.497,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11595,50.497,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11596,50.497,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11597,50.509,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11598,50.516,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11599,50.53,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11600,50.53,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11601,50.53,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11602,50.531,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11603,50.542,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11604,50.542,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11605,50.543,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11606,50.543,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11607,50.56,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11608,50.56,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11609,50.561,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11610,50.561,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11611,50.592,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11612,50.592,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11613,50.592,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11614,50.592,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11615,50.593,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11616,50.593,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11617,50.593,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11618,50.593,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11619,50.594,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11620,50.594,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11621,50.594,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11622,50.619,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11623,50.62,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11624,50.62,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11625,50.62,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11626,50.62,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11627,50.668,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11628,50.668,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11629,50.669,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11630,50.669,fe80::212:7419:19:1919,fe80::212:740f:f:f0f,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11631,50.669,,,IEEE 802.15.4,5,,Ack
11632,50.669,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11633,50.67,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11634,50.67,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11635,50.67,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11636,50.67,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11637,50.704,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11638,50.705,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11639,50.705,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11640,50.705,fe80::212:740f:f:f0f,fe80::212:7401:1:101,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11641,50.705,,,IEEE 802.15.4,5,,Ack
11642,50.706,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11643,50.706,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11644,50.706,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11645,50.706,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11646,50.721,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11647,50.721,,,IEEE 802.15.4,5,,Ack
11648,50.753,fe80::212:7404:4:404,fe80::212:740b:b:b0b,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11649,50.753,fe80::212:7412:12:1212,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11650,50.766,fe80::212:7404:4:404,fe80::212:740b:b:b0b,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11651,50.766,fe80::212:7412:12:1212,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11652,50.767,fe80::212:7404:4:404,fe80::212:740b:b:b0b,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11653,50.781,fe80::212:7412:12:1212,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11654,50.781,fe80::212:7404:4:404,fe80::212:740b:b:b0b,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11655,50.782,fe80::212:7412:12:1212,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11656,50.782,fe80::212:7404:4:404,fe80::212:740b:b:b0b,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11657,50.812,fe80::212:7412:12:1212,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11658,50.812,fe80::212:7404:4:404,fe80::212:740b:b:b0b,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11659,50.813,fe80::212:7412:12:1212,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11660,50.813,fe80::212:7404:4:404,fe80::212:740b:b:b0b,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11661,50.813,fe80::212:7412:12:1212,fe80::212:7403:3:303,ICMPv6,76,,RPL Control (Destination Advertisement Object)
11662,50.814,fe80::212:7404:4:404,fe80::212:740b:b:b0b,ICMPv6,76,,RPL Control (Destination Advertisement Object)
